Index,Time,((Motor_LK[0]).PID_Angle).Target,((Motor_LK[0]).PID_Angle).Measure
409,0.409050,0,0.000560045242
410,0.410056,0,0.000368356705
411,0.411054,0,0.000368356705
412,0.412050,0,0.000176668167
413,0.413061,0,0.000176668167
414,0.414051,0,8.08238983e-05
415,0.415055,0,8.34465027e-05
416,0.416053,0,8.34465027e-05
417,0.417056,0,-0.000108242035
418,0.418054,0,-0.000108242035
419,0.419049,0,-0.000299930573
420,0.420051,0,-0.000299930573
421,0.421054,0,-0.000299930573
422,0.422053,0,-0.000299930573
423,0.423056,0,-0.000299930573
424,0.424058,0,-0.000299930573
425,0.425056,0,-0.000108242035
426,0.426052,0,8.34465027e-05
427,0.427050,0,0.000272750854
428,0.428054,0,0.000656366348
429,0.429052,0,0.00103998184
430,0.430051,0,0.00132751465
431,0.431057,0,0.00151920319
432,0.432052,0,0.00161504745
433,0.433050,0,0.00161504745
434,0.434058,0,0.00180673599
435,0.435059,0,0.00180673599
436,0.436054,0,0.00180673599
437,0.437050,0,0.00190258026
438,0.438050,0,0.00190258026
439,0.439054,0,0.00190258026
440,0.440056,0,0.00190258026
441,0.441052,0,0.00190258026
442,0.442051,0,0.00190258026
443,0.443055,0,0.00171089172
444,0.444055,0,0.00161504745
445,0.445059,0,0.00151920319
446,0.446051,0,0.00132751465
447,0.447055,0,0.00113582611
448,0.448054,0,0.000944137573
449,0.449050,0,0.000848293304
450,0.450053,0,0.000752449036
451,0.451056,0,0.000560760498
452,0.452056,0,0.00036907196
453,0.453052,0,0.00036907196
454,0.454052,0,0.000177383423
455,0.455116,0,0.000177383423
456,0.456054,0,8.15391541e-05
457,0.457050,0,8.41617584e-05
458,0.458049,0,-1.16825104e-05
459,0.459053,0,-0.000107526779
460,0.460056,0,-0.000107526779
461,0.461052,0,-0.000299215317
462,0.462052,0,-0.000299215317
463,0.463055,0,-0.000299215317
464,0.464055,0,-0.000299215317
465,0.465051,0,-0.000299215317
466,0.466059,0,-0.000107526779
467,0.467056,0,8.41617584e-05
468,0.468052,0,0.00027346611
469,0.469050,0,0.000657081604
470,0.470056,0,0.00094461441
471,0.471055,0,0.0013282299
472,0.472050,0,0.00142407417
473,0.473056,0,0.00161576271
474,0.474051,0,0.00161576271
475,0.475049,0,0.00180745125
476,0.476059,0,0.00180745125
477,0.477050,0,0.00180745125
478,0.478053,0,0.00180745125
479,0.479051,0,0.00180745125
480,0.480050,0,0.00180745125
481,0.481056,0,0.00180745125
482,0.482051,0,0.00180745125
483,0.483057,0,0.00171160698
484,0.484053,0,0.00171160698
485,0.485051,0,0.00151991844
486,0.486193,0,0.0013282299
487,0.487064,0,0.00113654137
488,0.488054,0,0.0010406971
489,0.489050,0,0.000944852829
490,0.490051,0,0.000753164291
491,0.491054,0,0.000561475754
492,0.492053,0,0.000369787216
493,0.493056,0,0.000369787216
494,0.494054,0,0.000178098679
495,0.495049,0,0.000178098679
496,0.496055,0,8.4400177e-05
497,0.497062,0,8.4400177e-05
498,0.498052,0,-0.000107288361
499,0.499056,0,-0.000107288361
500,0.500050,0,-0.000298976898
501,0.501054,0,-0.000298976898
502,0.502053,0,-0.000298976898
503,0.503057,0,-0.000298976898
504,0.504056,0,-0.000298976898
505,0.505052,0,-0.000298976898
506,0.506051,0,-0.000203132629
507,0.507060,0,-1.14440918e-05
508,0.508052,0,8.20159912e-05
509,0.509056,0,0.000465631485
510,0.510051,0,0.000849246979
511,0.511054,0,0.00123286247
512,0.512054,0,0.00152039528
513,0.513050,0,0.00161623955
514,0.514057,0,0.00180792809
515,0.515053,0,0.00180792809
516,0.516053,0,0.00199961662
517,0.517081,0,0.00199961662
518,0.518064,0,0.00199961662
519,0.519056,0,0.00199961662
520,0.520055,0,0.00199961662
521,0.521054,0,0.00199961662
522,0.522050,0,0.00199961662
523,0.523050,0,0.00199961662
524,0.524054,0,0.00190377235
525,0.525053,0,0.00180792809
526,0.526049,0,0.00171208382
527,0.527056,0,0.00152039528
528,0.528057,0,0.00142455101
529,0.529057,0,0.00132870674
530,0.530056,0,0.0011370182
531,0.531055,0,0.000945329666
532,0.532050,0,0.000753641129
533,0.533055,0,0.000561952591
534,0.534050,0,0.000561952591
535,0.535056,0,0.000370264053
536,0.536052,0,0.000274419785
537,0.537050,0,0.000178575516
538,0.538077,0,0.000178575516
539,0.539064,0,8.48770142e-05
540,0.540051,0,8.48770142e-05
541,0.541054,0,-1.09672546e-05
542,0.542052,0,-0.000106811523
543,0.543055,0,-0.000202655792
544,0.544054,0,-0.000298500061
545,0.545057,0,-0.000298500061
546,0.546055,0,-0.000298500061
547,0.547064,0,-0.000298500061
548,0.548055,0,-0.000298500061
549,0.549062,0,-0.000202655792
550,0.550055,0,-1.09672546e-05
551,0.551051,0,0.000178337097
552,0.552057,0,0.000561952591
553,0.553052,0,0.000945568085
554,0.554050,0,0.00123310089
555,0.555054,0,0.0015206337
556,0.556052,0,0.00171232224
557,0.557055,0,0.0018081665
558,0.558054,0,0.00190401077
559,0.559057,0,0.00199985504
560,0.560064,0,0.00209569931
561,0.561054,0,0.00219154358
562,0.562050,0,0.00219154358
563,0.563056,0,0.00219154358
564,0.564051,0,0.00219154358
565,0.565050,0,0.00219154358
566,0.566053,0,0.00209569931
567,0.567052,0,0.00190401077
568,0.568056,0,0.00190401077
569,0.569055,0,0.00171232224
570,0.570070,0,0.00161647797
571,0.571054,0,0.0015206337
572,0.572051,0,0.00132894516
573,0.573050,0,0.00113725662
574,0.574054,0,0.00104141235
575,0.575054,0,0.000945568085
576,0.576050,0,0.000753879547
577,0.577057,0,0.00056219101
578,0.578053,0,0.00056219101
579,0.579052,0,0.000370502472
580,0.580052,0,0.000274658203
581,0.581063,0,0.000178813934
582,0.582054,0,0.000178813934
583,0.583051,0,8.51154327e-05
584,0.584050,0,8.51154327e-05
585,0.585054,0,-0.000106573105
586,0.586053,0,-0.000106573105
587,0.587057,0,-0.000202417374
588,0.588057,0,-0.000298261642
589,0.589053,0,-0.000298261642
590,0.590055,0,-0.000298261642
591,0.591065,0,-0.000298261642
592,0.592057,0,-0.000298261642
593,0.593053,0,-0.000202417374
594,0.594052,0,-1.07288361e-05
595,0.595056,0,0.000178575516
596,0.596056,0,0.00056219101
597,0.597051,0,0.000945806503
598,0.598056,0,0.001329422
599,0.599051,0,0.0016169548
600,0.600052,0,0.00171279907
601,0.601055,0,0.00180864334
602,0.602060,0,0.00200033188
603,0.603064,0,0.00200033188
604,0.604055,0,0.00219202042
605,0.605051,0,0.00219202042
606,0.606050,0,0.00219202042
607,0.607052,0,0.00219202042
608,0.608051,0,0.00219202042
609,0.609054,0,0.00219202042
610,0.610055,0,0.00209617615
611,0.611050,0,0.00200033188
612,0.612066,0,0.00190448761
613,0.613057,0,0.00171279907
614,0.614052,0,0.00152111053
615,0.615050,0,0.00152111053
616,0.616053,0,0.001329422
617,0.617052,0,0.00113773346
618,0.618055,0,0.00104188919
619,0.619053,0,0.000946044922
620,0.620052,0,0.000754356384
621,0.621050,0,0.000562667847
622,0.622053,0,0.000562667847
623,0.623059,0,0.000370979309
624,0.624050,0,0.00027513504
625,0.625053,0,0.000179290771
626,0.626051,0,8.34465027e-05
627,0.627054,0,8.60691071e-05
628,0.628071,0,8.60691071e-05
629,0.629054,0,-0.000105619431
630,0.630092,0,-0.000105619431
631,0.631050,0,-0.000201463699
632,0.632167,0,-0.000297307968
633,0.633171,0,-0.000297307968
634,0.634055,0,-0.000297307968
635,0.635055,0,-0.000297307968
636,0.636052,0,-0.000297307968
637,0.637051,0,-0.000201463699
638,0.638055,0,-9.77516174e-06
639,0.639054,0,0.00017952919
640,0.640053,0,0.000467061996
641,0.641052,0,0.000946521759
642,0.642056,0,0.00123405457
643,0.643080,0,0.00152158737
644,0.644059,0,0.00161743164
645,0.645053,0,0.00180912018
646,0.646049,0,0.00200080872
647,0.647056,0,0.00200080872
648,0.648052,0,0.00209665298
649,0.649052,0,0.00219249725
650,0.650051,0,0.00219249725
651,0.651050,0,0.00219249725
652,0.652055,0,0.00219249725
653,0.653054,0,0.00209665298
654,0.654064,0,0.00209665298
655,0.655056,0,0.00190496445
656,0.656052,0,0.00180912018
657,0.657052,0,0.00171327591
658,0.658058,0,0.00152158737
659,0.659055,0,0.00152158737
660,0.660050,0,0.00132989883
661,0.661054,0,0.0011382103
662,0.662053,0,0.000946521759
663,0.663055,0,0.000754833221
664,0.664100,0,0.000754833221
665,0.665056,0,0.000563144684
666,0.666051,0,0.000467300415
667,0.667050,0,0.000371456146
668,0.668053,0,0.000275611877
669,0.669051,0,0.000179767609
670,0.670050,0,8.39233398e-05
671,0.671056,0,8.65459442e-05
672,0.672051,0,8.65459442e-05
673,0.673057,0,-0.000105142593
674,0.674052,0,-0.000105142593
675,0.675062,0,-0.000200986862
676,0.676054,0,-0.000296831131
677,0.677057,0,-0.000296831131
678,0.678055,0,-0.000296831131
679,0.679050,0,-0.000296831131
680,0.680052,0,-0.000296831131
681,0.681055,0,-0.000200986862
682,0.682053,0,-9.29832458e-06
683,0.683056,0,0.000180006027
684,0.684055,0,0.000563621521
685,0.685075,0,0.00104308128
686,0.686061,0,0.00133061409
687,0.687052,0,0.0016181469
688,0.688055,0,0.0016181469
689,0.689054,0,0.00180983543
690,0.690052,0,0.00200152397
691,0.691050,0,0.00200152397
