Index,Time,((Motor_DM_6220[0]).PID_Omega).Target,((Motor_DM_6220[0]).PID_Omega).Measure
10297,10.296857,3.25286913,3.11330986
10298,10.297863,3.25882936,3.12405396
10299,10.298862,3.26478148,3.134799
10300,10.299868,3.27072597,3.14017105
10301,10.300854,3.27666187,3.14554405
10302,10.301867,3.28258991,3.16166115
10303,10.302860,3.28850985,3.18315029
10304,10.303869,3.29442167,3.20464039
10305,10.304854,3.30032539,3.22075748
10306,10.305868,3.30622101,3.22612953
10307,10.306853,3.31210828,3.23687458
10308,10.307867,3.31798768,3.25299168
10309,10.308867,3.32385874,3.26910877
10310,10.309865,3.32972145,3.27448177
10311,10.310859,3.33557606,3.26373672
10312,10.311864,3.34142232,3.25299168
10313,10.312857,3.34726071,3.23687458
10314,10.313866,3.35309052,3.22075748
10315,10.314859,3.35891223,3.21538544
10316,10.315865,3.36472535,3.20464039
10317,10.316858,3.37053037,3.17777824
10318,10.317864,3.37632704,3.15628815
10319,10.318887,3.3821156,3.1509161
10320,10.319857,3.38789558,3.16166115
10321,10.320863,3.39366722,3.1724062
10322,10.321857,3.39943051,3.17777824
10323,10.322864,3.4051857,3.19389534
10324,10.323854,3.41093206,3.20464039
10325,10.324868,3.41667032,3.23687458
10326,10.325854,3.42239976,3.26910877
10327,10.326861,3.42812085,3.29597092
10328,10.327855,3.4338336,3.31746101
10329,10.328861,3.43953824,3.33357811
10330,10.329920,3.44523406,3.36044025
10331,10.330855,3.45092106,3.3873024
10332,10.331862,3.45659995,3.40341949
10333,10.332934,3.46227026,3.40879154
10334,10.333854,3.46793199,3.40879154
10335,10.334861,3.47358513,3.41953659
10336,10.335855,3.47922993,3.44102573
10337,10.336861,3.48486567,3.45714378
10338,10.337855,3.4904933,3.47326088
10339,10.338862,3.49611235,3.47326088
10340,10.339857,3.50172234,3.48400497
10341,10.340866,3.50732374,3.50012207
10342,10.341865,3.5129168,3.52161217
10343,10.342859,3.5185008,3.52698421
10344,10.343869,3.5240767,3.52161217
10345,10.344855,3.52964354,3.51086712
10346,10.345862,3.53520155,3.50549507
10347,10.346856,3.54075098,3.50012207
10348,10.347863,3.54629159,3.48937798
10349,10.348858,3.55182362,3.46788788
10350,10.349864,3.55734682,3.43565369
10351,10.350867,3.56286097,3.41416359
10352,10.351864,3.56836677,3.39804649
10353,10.352857,3.57386351,3.3873024
10354,10.353865,3.57935166,3.3658123
10355,10.354858,3.58483076,3.35506725
10356,10.355864,3.59030104,3.33895016
10357,10.356857,3.59576249,3.33357811
10358,10.357863,3.60121512,3.33895016
10359,10.358856,3.60665894,3.34969521
10360,10.359862,3.61209369,3.36044025
10361,10.360855,3.61751938,3.3711853
10362,10.361866,3.62293673,3.40341949
10363,10.362864,3.62834454,3.44639874
10364,10.363853,3.63374352,3.49475002
10365,10.364867,3.63913393,3.53235722
10366,10.365860,3.64451504,3.56996346
10367,10.366866,3.64988708,3.6129427
10368,10.367859,3.65525007,3.66129494
10369,10.368864,3.66060448,3.69890118
10370,10.369857,3.66594934,3.71501923
10371,10.370863,3.67128563,3.72039127
10372,10.371857,3.67661238,3.72039127
10373,10.372866,3.6819303,3.72039127
10374,10.373867,3.68723917,3.71501923
10375,10.374860,3.69253898,3.69352913
10376,10.375866,3.69782948,3.67741203
10377,10.376859,3.70311117,3.66129494
10378,10.377864,3.70838356,3.65054989
10379,10.378857,3.71364641,3.64517784
10380,10.379863,3.71890068,3.62368774
10381,10.380857,3.72414565,3.60757065
10382,10.381862,3.72938132,3.59145355
10383,10.382856,3.7346077,3.59145355
10384,10.383862,3.73982525,3.58608055
10385,10.384868,3.74503326,3.5807085
10386,10.385854,3.75023174,3.56459141
10387,10.386864,3.75542164,3.55384636
10388,10.387864,3.760602,3.55384636
10389,10.388858,3.76577282,3.55921936
10390,10.389864,3.77093458,3.56459141
10391,10.390858,3.77608681,3.56459141
10392,10.391865,3.78123021,3.56996346
10393,10.392859,3.78636479,3.58608055
10394,10.393868,3.79148912,3.60757065
10395,10.394862,3.79660416,3.63443279
10396,10.395862,3.80171013,3.66129494
10397,10.396856,3.80680609,3.69352913
10398,10.397863,3.81189322,3.73650837
10399,10.398857,3.81697083,3.78485966
10400,10.399863,3.82203865,3.8278389
10401,10.400858,3.82709765,3.84932899
10402,10.401864,3.83214688,3.86544609
10403,10.402858,3.83718681,3.88693619
10404,10.403868,3.84221697,3.88693619
10405,10.404854,3.84723783,3.87619114
10406,10.405863,3.85224915,3.85470104
10407,10.406862,3.85725117,3.8278389
10408,10.407856,3.86224318,3.8117218
10409,10.408863,3.86722612,3.79023266
10410,10.409857,3.87219954,3.76337051
10411,10.410863,3.87716317,3.73650837
10412,10.411858,3.88211727,3.73113632
10413,10.412865,3.88706207,3.72576332
10414,10.413854,3.8919971,3.72576332
10415,10.414993,3.89692259,3.72039127
10416,10.415876,3.90183806,3.72039127
10417,10.416879,3.90674448,3.72576332
10418,10.417984,3.91164088,3.73650837
10419,10.418938,3.91652775,3.74188042
10420,10.420022,3.92140484,3.74188042
10421,10.420912,3.92627239,3.74188042
10422,10.422015,3.93113017,3.75262547
10423,10.422856,3.93597841,3.76874256
10424,10.423865,3.94081688,3.78485966
10425,10.424858,3.94564533,3.79023266
10426,10.425884,3.95046449,3.80097771
10427,10.426859,3.95527363,3.8278389
10428,10.427865,3.96007323,3.86544609
10429,10.428858,3.96486282,3.89768028
10430,10.429864,3.96964288,3.91379738
10431,10.430857,3.97441292,3.93528748
10432,10.431863,3.97917318,3.96752167
10433,10.432856,3.98392391,3.98901176
10434,10.433865,3.98866439,3.98901176
10435,10.434858,3.99339533,3.99438381
10436,10.435864,3.99811625,3.99975586
10437,10.436869,4.00282764,3.99975586
10438,10.437867,4.00752831,3.99438381
10439,10.438860,4.01221991,3.96752167
10440,10.439866,4.01690102,3.95677662
10441,10.440859,4.02157259,3.95677662
10442,10.441866,4.02623463,3.95140457
10443,10.442865,4.03088617,3.94065952
10444,10.443854,4.03552818,3.92991447
10445,10.444867,4.0401597,3.93528748
10446,10.445860,4.04478168,3.94603252
10447,10.446866,4.04939318,3.96214962
10448,10.447865,4.05399513,3.96214962
10449,10.448863,4.05858707,3.97289467
10450,10.449856,4.06316853,3.99438381
10451,10.450862,4.06774092,4.01587296
10452,10.451856,4.07230282,4.02124596
10453,10.452862,4.07685423,4.031991
10454,10.453860,4.0813961,4.0427351
10455,10.454866,4.08592749,4.05885315
10456,10.455860,4.09044886,4.0642252
10457,10.456867,4.09496021,4.05885315
10458,10.457865,4.09946156,4.05348015
10459,10.458864,4.10395288,4.0481081
10460,10.459859,4.1084342,4.0481081
10461,10.460866,4.11290503,4.03736305
10462,10.461860,4.11736584,4.02124596
10463,10.462866,4.12181664,4.01587296
10464,10.463856,4.12625694,4.02124596
10465,10.464862,4.13068724,4.031991
10466,10.465856,4.13510752,4.031991
10467,10.466863,4.13951731,4.031991
10468,10.467857,4.14391708,4.0427351
10469,10.468868,4.14830637,4.0642252
10470,10.469868,4.15268564,4.06959724
10471,10.470854,4.1570549,4.0642252
10472,10.471860,4.16141319,4.05885315
10473,10.472854,4.16576195,4.06959724
10474,10.473864,4.17010021,4.07497025
10475,10.474858,4.17442799,4.07497025
10476,10.475865,4.17874527,4.06959724
10477,10.476859,4.18305302,4.08571434
10478,10.477865,4.1873498,4.11257648
10479,10.478859,4.19163656,4.13406658
10480,10.479866,4.19591284,4.14481163
10481,10.480865,4.20017862,4.16092873
10482,10.481859,4.20443439,4.18778992
10483,10.482864,4.20867968,4.20390797
10484,10.483860,4.21291447,4.20390797
10485,10.484865,4.21713877,4.19316292
10486,10.485858,4.22135305,4.19853497
10487,10.486864,4.22555637,4.19316292
10488,10.487857,4.22974968,4.17704582
10489,10.488863,4.2339325,4.15018368
10490,10.490004,4.23810482,4.13406658
10491,10.490858,4.24226665,4.12869358
10492,10.491864,4.246418,4.12332153
10493,10.492857,4.25055885,4.11257648
10494,10.493866,4.25468922,4.11257648
10495,10.494859,4.25880957,4.12869358
10496,10.495867,4.26291895,4.15018368
10497,10.496865,4.26701736,4.17167282
10498,10.497859,4.27110624,4.17704582
10499,10.498864,4.27518415,4.18778992
10500,10.499858,4.2792511,4.20390797
10501,10.500864,4.28330803,4.20390797
10502,10.501862,4.28735399,4.19316292
10503,10.502856,4.29138947,4.18241787
10504,10.503864,4.29541492,4.18778992
10505,10.504857,4.29942894,4.19316292
10506,10.505863,4.30343294,4.19853497
10507,10.506856,4.30742598,4.20390797
10508,10.507862,4.31140852,4.23077011
10509,10.508856,4.31538057,4.2576313
10510,10.509861,4.31934166,4.2737484
10511,10.510867,4.32329226,4.28986645
10512,10.511865,4.32723236,4.31135559
10513,10.512858,4.3311615,4.33284569
10514,10.513867,4.33508015,4.34358978
10515,10.514860,4.3389883,4.33821774
10516,10.515866,4.34288549,4.32747269
10517,10.516859,4.34677172,4.31672859
10518,10.517865,4.35064745,4.29523849
10519,10.518860,4.35451269,4.2576313
10520,10.519866,4.35836697,4.22539711
10521,10.520893,4.36221027,4.21465206
10522,10.521856,4.36604309,4.20928001
10523,10.522863,4.36986494,4.19316292
10524,10.523853,4.3736763,4.18778992
10525,10.524868,4.37747669,4.19853497
10526,10.525854,4.38126659,4.22539711
10527,10.526860,4.38504505,4.23614216
10528,10.527854,4.3888135,4.24688721
10529,10.528861,4.3925705,4.2630043
10530,10.529855,4.39631653,4.29523849
10531,10.530888,4.40005207,4.32210064
10532,10.531856,4.40377665,4.33284569
10533,10.532863,4.40749073,4.35970688
10534,10.533861,4.41119337,4.39731407
10535,10.534867,4.41488552,4.42417622
10536,10.535854,4.4185667,4.45103836
10537,10.536868,4.42223692,4.47790051
10538,10.537854,4.42589617,4.51550674
10539,10.538861,4.42954445,4.54236889
10540,10.539855,4.43318176,4.55848598
10541,10.540862,4.43680859,4.56923103
10542,10.541872,4.44042397,4.57460403
10543,10.542859,4.44402885,4.56385899
10544,10.543869,4.4476223,4.53162384
10545,10.544855,4.45120525,4.4940176
10546,10.545861,4.45477676,4.45641041
10547,10.546856,4.45833731,4.40805912
10548,10.547883,4.46188736,4.34896278
10549,10.548860,4.46542597,4.29523849
10550,10.549865,4.46895361,4.25225925
10551,10.550858,4.47247028,4.21465206
10552,10.551864,4.47597599,4.19316292
10553,10.552865,4.47947073,4.17704582
10554,10.553866,4.48295403,4.19316292
10555,10.554860,4.48642635,4.23077011
10556,10.555866,4.48988819,4.2791214
10557,10.556859,4.49333811,4.32747269
10558,10.557864,4.49677753,4.40268707
10559,10.558857,4.50020552,4.4725275
10560,10.559863,4.50362253,4.53699684
10561,10.560856,4.50702858,4.56923103
10562,10.561862,4.51042318,4.60146523
10563,10.562893,4.51380682,4.62832737
10564,10.563859,4.51717949,4.64444447
10565,10.564864,4.52054119,4.64444447
10566,10.565858,4.52389145,4.64444447
10567,10.566863,4.52723026,4.64981747
10568,10.567856,4.53055811,4.63907242
10569,10.568862,4.53387499,4.61221027
10570,10.569855,4.5371809,4.57997608
10571,10.570861,4.54047489,4.55311394
10572,10.571854,4.54375792,4.5101347
10573,10.572868,4.54702997,4.45641041
10574,10.573867,4.55029058,4.39731407
10575,10.574865,4.55354023,4.36507988
10576,10.575858,4.55677891,4.32747269
10577,10.576864,4.56000566,4.30061054
10578,10.577857,4.56322145,4.2791214
10579,10.578863,4.5664258,4.29523849
10580,10.579857,4.56961918,4.31672859
10581,10.580862,4.57280111,4.34358978
10582,10.581856,4.57597208,4.38656902
10583,10.582861,4.57913113,4.45641041
10584,10.583865,4.58227921,4.54236889
10585,10.584864,4.58541632,4.61221027
10586,10.585858,4.58854151,4.66593456
10587,10.586864,4.59165621,4.7250309
10588,10.587859,4.59475899,4.76801014
10589,10.588866,4.59785032,4.77338219
10590,10.589860,4.60093069,4.76263809
10591,10.590866,4.60399914,4.746521
10592,10.591860,4.60705662,4.71965885
10593,10.592867,4.61010265,4.66593456
10594,10.593856,4.61313772,4.60146523
10595,10.594863,4.61616087,4.55311394
10596,10.595862,4.61917305,4.5101347
10597,10.596856,4.62217379,4.46178341
10598,10.597863,4.6251626,4.41880417
10599,10.598857,4.62814045,4.39731407
10600,10.599863,4.63110638,4.39731407
10601,10.600858,4.63406134,4.38656902
10602,10.601864,4.63700485,4.39194202
10603,10.602858,4.63993692,4.40805912
10604,10.603868,4.64285755,4.42954826
10605,10.604973,4.64576674,4.44566536
10606,10.605859,4.64866447,4.46178341
10607,10.606866,4.65155077,4.50476265
10608,10.607860,4.65442562,4.55848598
10609,10.608866,4.65728855,4.60146523
10610,10.609860,4.66014004,4.63907242
10611,10.610867,4.66298056,4.68742371
10612,10.611854,4.66580915,4.7250309
10613,10.612860,4.66862631,4.74114799
10614,10.613856,4.6714325,4.746521
10615,10.614861,4.67422676,4.75726509
10616,10.615862,4.67700911,4.75726509
10617,10.616869,4.67978048,4.73040295
10618,10.617854,4.68253994,4.69816875
10619,10.618867,4.68528795,4.67667961
10620,10.619853,4.68802452,4.66056252
10621,10.620867,4.69074917,4.63370037
10622,10.621860,4.69346237,4.62295532
10623,10.622866,4.69616461,4.62832737
10624,10.623854,4.69885445,4.62832737
10625,10.624867,4.70153284,4.63370037
10626,10.625861,4.70419979,4.64981747
10627,10.626868,4.7068553,4.67667961
10628,10.627867,4.70949936,4.7035408
10629,10.628860,4.7121315,4.7089138
10630,10.629866,4.71475172,4.7250309
10631,10.630859,4.7173605,4.74114799
10632,10.631864,4.71995783,4.746521
10633,10.632857,4.72254372,4.73577595
10634,10.633866,4.72511721,4.73040295
10635,10.634859,4.72767973,4.71965885
10636,10.635865,4.73023033,4.7035408
10637,10.636882,4.73276949,4.67667961
10638,10.637855,4.73529673,4.67130661
10639,10.638868,4.73781204,4.67130661
10640,10.639854,4.74031639,4.67667961
10641,10.640867,4.74280834,4.67130661
10642,10.641861,4.74528885,4.68205166
10643,10.642866,4.74775743,4.69279671
10644,10.643855,4.75021458,4.69279671
10645,10.644860,4.75266027,4.67667961
10646,10.645854,4.75509357,4.67130661
10647,10.646867,4.75751591,4.66593456
10648,10.647868,4.75992584,4.66593456
10649,10.648867,4.76232433,4.66593456
10650,10.649861,4.7647109,4.68205166
10651,10.650868,4.76708603,4.71428585
10652,10.651854,4.76944876,4.74114799
10653,10.652861,4.77180052,4.76263809
10654,10.653858,4.77414036,4.79487228
10655,10.654865,4.7764678,4.81636143
10656,10.655859,4.7787838,4.82173443
10657,10.656865,4.78108835,4.81098938
10658,10.657859,4.78338051,4.80561733
10659,10.658864,4.78566122,4.78949928
10660,10.659864,4.78793049,4.75726509
10661,10.660858,4.79018736,4.71428585
10662,10.661868,4.79243231,4.7035408
10663,10.662867,4.79466629,4.68742371
10664,10.663857,4.7968874,4.66593456
10665,10.664863,4.79909754,4.65518951
10666,10.665857,4.80129528,4.67130661
10667,10.666864,4.80348158,4.69279671
10668,10.667861,4.80565548,4.7089138
10669,10.668907,4.80781794,4.7250309
10670,10.669988,4.80996847,4.75189304
10671,10.671022,4.81210709,4.76263809
10672,10.671964,4.81423378,4.75726509
10673,10.672921,4.81634903,4.75189304
10674,10.674024,4.81845188,4.76263809
10675,10.674860,4.82054281,4.76801014
10676,10.675867,4.8226223,4.76263809
10677,10.676854,4.82468939,4.77338219
10678,10.677860,4.82674503,4.78412724
10679,10.678878,4.82878828,4.79487228
10680,10.679855,4.83082008,4.80561733
10681,10.680868,4.83283949,4.82173443
10682,10.681861,4.83484745,4.83785152
10683,10.682867,4.83684349,4.83785152
10684,10.683856,4.83882713,4.82710648
10685,10.684861,4.84079885,4.81636143
10686,10.685854,4.84275913,4.80561733
10687,10.686868,4.84470749,4.76801014
10688,10.687861,4.84664345,4.74114799
10689,10.688867,4.84856749,4.73577595
10690,10.689863,4.8504796,4.7250309
10691,10.690861,4.8523798,4.71428585
10692,10.691855,4.85426807,4.71428585
10693,10.692860,4.85614443,4.74114799
10694,10.693857,4.85800838,4.75189304
10695,10.694862,4.85986137,4.75726509
10696,10.695855,4.86170149,4.77875519
10697,10.696860,4.86352968,4.80024433
10698,10.697854,4.86534595,4.81636143
10699,10.698867,4.86715031,4.82710648
10700,10.699867,4.86894274,4.86471367
10701,10.700865,4.87072325,4.90231991
10702,10.701858,4.87249136,4.92918205
10703,10.702863,4.87424755,4.96141624
10704,10.703860,4.87599182,4.99902344
10705,10.704865,4.87772417,5.02588654
10706,10.705859,4.87944412,5.02588654
10707,10.706864,4.88115263,5.03125763
10708,10.707858,4.88284874,5.03125763
10709,10.708863,4.88453293,5.02051353
10710,10.709857,4.88620472,4.98290634
10711,10.710892,4.88786459,4.9560442
10712,10.711859,4.88951254,4.91306496
10713,10.712865,4.89114809,4.85934067
10714,10.713863,4.8927722,4.80561733
10715,10.714862,4.89438391,4.76263809
10716,10.715857,4.89598322,4.71965885
10717,10.716864,4.89757109,4.68205166
10718,10.717858,4.89914608,4.66593456
10719,10.718864,4.90070963,4.67667961
10720,10.719858,4.90226126,4.7035408
10721,10.720885,4.90380001,4.73040295
10722,10.721858,4.90532732,4.77875519
10723,10.722865,4.90684223,4.84322357
10724,10.723855,4.90834522,4.89694786
10725,10.724861,4.90983582,4.93455505
10726,10.725856,4.91131449,4.97753429
10727,10.726862,4.91278124,5.00976753
10728,10.727856,4.91423559,5.02051353
10729,10.728863,4.91567802,5.02051353
10730,10.729857,4.91710806,5.02588654
10731,10.730863,4.91852617,5.03125763
10732,10.731914,4.91993189,5.02051353
10733,10.732854,4.92132568,5.00439644
10734,10.733871,4.92270756,4.99365139
10735,10.734858,4.92407703,4.96141624
10736,10.735864,4.92543411,4.90769291
10737,10.736858,4.92677927,4.87008572
10738,10.737865,4.92811251,4.84322357
10739,10.738859,4.92943335,4.80024433
10740,10.739866,4.93074226,4.75189304
10741,10.740860,4.93203831,4.73040295
10742,10.741866,4.93332291,4.73040295
10743,10.742886,4.93459511,4.73040295
10744,10.743859,4.93585539,4.746521
10745,10.744864,4.93710327,4.79487228
10746,10.745857,4.93833876,4.85396862
10747,10.746862,4.93956184,4.90231991
10748,10.747856,4.94077349,4.94529915
10749,10.748861,4.94197273,4.98827839
10750,10.749854,4.94315958,5.01514053
10751,10.750868,4.94433451,5.02051353
10752,10.751861,4.94549656,5.02051353
10753,10.752867,4.94664717,5.02051353
10754,10.753861,4.94778538,5.00439644
10755,10.754867,4.94891119,4.97753429
10756,10.755853,4.9500246,4.96678925
10757,10.756867,4.9511261,4.95067215
10758,10.757860,4.95221567,4.92381001
10759,10.758865,4.95329285,4.89157581
10760,10.759859,4.95435762,4.87545776
10761,10.760864,4.95541,4.85934067
10762,10.761857,4.95645046,4.83247948
10763,10.762863,4.95747852,4.80561733
10764,10.763911,4.95849466,4.80024433
10765,10.764858,4.95949841,4.78949928
10766,10.765864,4.96048975,4.77338219
10767,10.766857,4.9614687,4.77875519
10768,10.767866,4.96243572,4.80024433
10769,10.768864,4.96339083,4.82710648
10770,10.769858,4.96433306,4.84322357
10771,10.770863,4.96526337,4.88620281
10772,10.771857,4.96618176,4.95067215
10773,10.772862,4.96708727,4.98827839
10774,10.773859,4.96798086,5.02051353
10775,10.774865,4.96886206,5.05274773
10776,10.775863,4.96973085,5.06349182
10777,10.776856,4.97058773,5.05274773
10778,10.777862,4.97143221,5.05812073
10779,10.778855,4.97226429,5.05812073
10780,10.779862,4.97308445,5.04200363
10781,10.780856,4.97389221,5.02588654
10782,10.781863,4.97468758,5.02588654
10783,10.782857,4.97547054,5.02588654
10784,10.783866,4.97624111,5.00976753
10785,10.784860,4.97699976,5.00976753
10786,10.785866,4.97774601,5.02051353
10787,10.786866,4.97847986,5.01514053
10788,10.787860,4.97920179,5.00439644
10789,10.788867,4.97991133,5.01514053
10790,10.789861,4.98060799,5.01514053
10791,10.790868,4.9812932,4.99902344
10792,10.791854,4.98196554,4.97753429
10793,10.792860,4.98262596,4.97216129
10794,10.793857,4.98327398,4.9560442
10795,10.794864,4.98390961,4.92918205
10796,10.795925,4.98453331,4.91306496
10797,10.796857,4.98514414,4.91843796
10798,10.797864,4.98574305,4.91843796
10799,10.798858,4.98632956,4.91306496
10800,10.799864,4.98690367,4.92381001
10801,10.800859,4.98746586,4.9399271
10802,10.801865,4.98801517,4.9399271
10803,10.802859,4.98855209,4.93455505
10804,10.803869,4.98907757,4.9399271
10805,10.804856,4.98959017,4.95067215
10806,10.805862,4.99009037,4.94529915
10807,10.806864,4.99057865,4.94529915
10808,10.807863,4.99105406,4.96678925
10809,10.808858,4.99151754,4.97216129
10810,10.809864,4.99196911,4.97216129
10811,10.810856,4.9924078,4.97753429
10812,10.811861,4.99283409,5.00439644
10813,10.812854,4.99324846,5.01514053
10814,10.813871,4.99364996,5.00976753
10815,10.814856,4.99403954,5.00976753
10816,10.815862,4.99441671,5.00976753
10817,10.816926,4.99478149,4.98290634
10818,10.817857,4.99513435,4.96141624
10819,10.818863,4.99547434,4.9560442
10820,10.819857,4.9958024,4.93455505
10821,10.820863,4.99611807,4.91843796
10822,10.821856,4.99642086,4.90769291
10823,10.822862,4.99671221,4.92918205
10824,10.823858,4.99699068,4.9399271
10825,10.824863,4.99725723,4.94529915
10826,10.825863,4.99751091,4.95067215
10827,10.826861,4.99775267,4.96141624
10828,10.827865,4.99798203,4.9560442
10829,10.828863,4.99819851,4.9399271
10830,10.829856,4.99840355,4.94529915
10831,10.830862,4.99859571,4.94529915
10832,10.831855,4.99877548,4.9399271
10833,10.832860,4.99894333,4.9399271
10834,10.833857,4.9990983,4.96678925
10835,10.834862,4.99924135,4.98827839
10836,10.835856,4.99937201,5.00439644
10837,10.836862,4.99949026,5.03125763
10838,10.837887,4.9995966,5.05274773
10839,10.838860,4.99969006,5.05274773
10840,10.839866,4.99977112,5.03663063
10841,10.840860,4.99984026,5.03125763
10842,10.841865,4.999897,5.00439644
10843,10.842858,4.99994087,4.96141624
10844,10.843867,4.9999733,4.92381001
10845,10.844860,4.99999237,4.90769291
10846,10.845867,5,4.88620281
10847,10.846853,4.99999475,4.86471367
10848,10.847868,4.99997711,4.86471367
10849,10.848892,4.99994802,4.87008572
10850,10.849855,4.99990559,4.87545776
10851,10.850862,4.99985123,4.88620281
10852,10.851857,4.99978447,4.90769291
10853,10.852863,4.99970531,4.92918205
10854,10.853860,4.99961424,4.93455505
10855,10.854867,4.99951029,4.95067215
10856,10.855861,4.99939442,4.99365139
10857,10.856868,4.99926615,5.02588654
10858,10.857854,4.999125,5.05274773
10859,10.858915,4.99897194,5.09572601
10860,10.859855,4.99880695,5.13870621
10861,10.860862,4.99862862,5.1601963
10862,10.861856,4.99843884,5.18168449
10863,10.862863,4.99823618,5.1978035
10864,10.863860,4.9980216,5.1924305
10865,10.864866,4.99779463,5.1655674
10866,10.865861,4.99755526,5.13333321
10867,10.866867,4.99730349,5.09035492
10868,10.867854,4.99703932,5.02051353
10869,10.868860,4.99676323,4.95067215
10870,10.869864,4.99647427,4.88620281
10871,10.870863,4.99617338,4.82710648
10872,10.871858,4.9958601,4.77338219
10873,10.872864,4.99553394,4.73577595
10874,10.873853,4.99519634,4.74114799
10875,10.874868,4.99484587,4.76263809
10876,10.875854,4.99448347,4.79487228
10877,10.876866,4.9941082,4.84322357
10878,10.877859,4.99372101,4.91306496
10879,10.878864,4.99332142,4.98290634
10880,10.879857,4.99290943,5.03125763
10881,10.880911,4.99248505,5.07423782
10882,10.881864,4.99204826,5.12258911
10883,10.882862,4.99159956,5.14407921
10884,10.883859,4.99113846,5.1601963
10885,10.884864,4.99066496,5.18168449
10886,10.885857,4.99017906,5.1763134
10887,10.886863,4.98968077,5.1494503
10888,10.887856,4.98917055,5.13333321
10889,10.888862,4.98864746,5.10109901
10890,10.889855,4.98811293,5.05274773
10891,10.890860,4.98756504,4.99365139
10892,10.891911,4.98700571,4.9399271
10893,10.892861,4.98643351,4.88620281
10894,10.893870,4.98584938,4.82710648
10895,10.894856,4.98525238,4.77338219
10896,10.895861,4.98464394,4.75726509
10897,10.896854,4.98402262,4.75189304
10898,10.897868,4.9833889,4.76263809
10899,10.898861,4.98274326,4.79487228
10900,10.899867,4.98208523,4.86471367
10901,10.900860,4.98141479,4.93455505
10902,10.901866,4.98073196,4.99902344
10903,10.902866,4.98003769,5.06349182
10904,10.903867,4.97933006,5.12258911
10905,10.904860,4.97861052,5.1548233
10906,10.905866,4.97787905,5.1548233
10907,10.906859,4.9771347,5.1548233
10908,10.907865,4.97637844,5.13333321
10909,10.908858,4.97560978,5.09572601
10910,10.909864,4.97482872,5.04200363
10911,10.910857,4.97403574,4.99902344
10912,10.911864,4.97323036,4.94529915
10913,10.912863,4.97241259,4.88620281
10914,10.913865,4.97158241,4.84859657
10915,10.914859,4.97074032,4.82710648
10916,10.915866,4.96988583,4.80024433
10917,10.916930,4.96901894,4.77875519
10918,10.917881,4.96814013,4.77338219
10919,10.918898,4.96724892,4.77875519
10920,10.919998,4.96634531,4.78412724
10921,10.920883,4.96542931,4.79487228
10922,10.921882,4.96450138,4.83785152
10923,10.922930,4.96356106,4.88083076
10924,10.923868,4.96260834,4.91306496
10925,10.924867,4.9616437,4.9560442
10926,10.925853,4.96066666,5.00976753
10927,10.926868,4.9596777,5.03663063
10928,10.927854,4.95867586,5.05274773
10929,10.928861,4.95766211,5.06349182
10930,10.929855,4.95663595,5.06886482
10931,10.931022,4.95559788,5.05274773
10932,10.931854,4.95454741,5.02588654
10933,10.932861,4.95348501,5.01514053
10934,10.933862,4.95241022,4.99365139
10935,10.934861,4.95132303,4.96678925
10936,10.935855,4.95022345,4.9560442
10937,10.936861,4.94911242,4.9560442
10938,10.937856,4.94798851,4.95067215
10939,10.938862,4.94685268,4.94529915
10940,10.939857,4.94570446,4.96678925
10941,10.940863,4.94454432,4.98290634
10942,10.941856,4.9433713,4.98827839
10943,10.942868,4.94218683,4.99365139
10944,10.943882,4.94098997,5.00976753
10945,10.944858,4.93978071,5.00976753
10946,10.945864,4.93855953,4.99365139
10947,10.946858,4.93732595,4.97753429
10948,10.947863,4.93608046,4.96678925
10949,10.948857,4.93482208,4.94529915
10950,10.949862,4.93355227,4.91843796
10951,10.950856,4.93227053,4.91306496
10952,10.951861,4.93097591,4.91306496
10953,10.952854,4.92966938,4.90231991
10954,10.953871,4.92835093,4.90231991
10955,10.954856,4.9270196,4.91843796
10956,10.955868,4.92567682,4.91843796
10957,10.956867,4.92432165,4.90769291
10958,10.957860,4.92295456,4.88620281
10959,10.958865,4.92157507,4.88083076
10960,10.959859,4.92018318,4.87545776
10961,10.960864,4.91877985,4.86471367
10962,10.961857,4.91736364,4.87008572
10963,10.962863,4.91593552,4.89694786
10964,10.963860,4.91449547,4.91843796
10965,10.964865,4.9130435,4.93455505
10966,10.965868,4.91157913,4.96141624
10967,10.966866,4.91010237,4.98827839
10968,10.967860,4.90861368,4.98827839
10969,10.968865,4.90711308,4.97753429
10970,10.969858,4.90560055,4.97216129
10971,10.970864,4.90407562,4.95067215
10972,10.971857,4.90253878,4.91843796
10973,10.972863,4.90098953,4.88083076
10974,10.973859,4.89942837,4.85934067
10975,10.974865,4.8978548,4.82710648
10976,10.975858,4.89626932,4.79487228
10977,10.976862,4.89467192,4.78949928
10978,10.977861,4.89306259,4.80024433
10979,10.978855,4.89144087,4.81098938
10980,10.979862,4.88980722,4.81636143
10981,10.980856,4.88816166,4.83247948
10982,10.981863,4.8865037,4.84859657
10983,10.982857,4.88483381,4.84322357
10984,10.983867,4.88315201,4.83785152
10985,10.984861,4.88145828,4.84322357
10986,10.985867,4.87975216,4.85396862
10987,10.986854,4.87803411,4.84322357
10988,10.987864,4.87630415,4.84322357
10989,10.988863,4.87456226,4.85934067
10990,10.989858,4.87280798,4.86471367
10991,10.990864,4.87104177,4.87008572
10992,10.991858,4.86926365,4.88620281
10993,10.992864,4.8674736,4.90769291
10994,10.993854,4.86567116,4.91306496
